111.261673,112.805588
112.805588,112.962013
112.962013,-67.970810
-67.970810,-1.251233
-1.251233,-102.552124
-102.552124,-84.529381
-84.529381,-44.135147
-44.135147,-44.049324
-44.049324,41.838264
41.838264,-14.420913
-14.420913,18.728905
18.728905,-1.080573
-1.080573,44.070969
44.070969,31.009665
31.009665,9.781639
9.781639,15.411542
15.411542,-4.219608
-4.219608,4.585044
4.585044,-14.000422
-14.000422,1.037617
1.037617,2.107724
2.107724,5.499669
5.499669,-16.029978
-16.029978,-10.176540
-10.176540,-2.544748
-2.544748,-2.389771
-2.389771,-10.973030
-10.973030,-19.316586
-19.316586,5.305048
5.305048,3.916087
3.916087,4.446304
4.446304,-11.605611
-11.605611,0.819343
0.819343,0.486853
0.486853,7.443844
7.443844,-8.490817
-8.490817,5.520150
5.520150,7.939711
7.939711,13.783056
13.783056,3.811498
3.811498,-2.212215
-2.212215,4.271638
4.271638,6.421141
6.421141,5.399276
5.399276,-3.051931
-3.051931,3.603865
3.603865,2.627991
2.627991,6.823241
6.823241,-6.648312
-6.648312,-2.690306
-2.690306,-2.515308
-2.515308,5.814685
5.814685,-2.790914
-2.790914,-4.160056
-4.160056,-9.850529
-9.850529,-5.450205
-5.450205,2.672986
2.672986,2.784272
2.784272,-3.094141
-3.094141,-7.735774
-7.735774,-4.782959
-4.782959,-4.713298
-4.713298,5.511684
5.511684,0.327602
0.327602,0.741516
0.741516,-3.387863
-3.387863,3.287784
3.287784,4.466348
4.466348,1.925106
1.925106,-6.644643
-6.644643,-4.339305
-4.339305,-3.776875
-3.776875,16.704334
16.704334,19.336456
19.336456,2.685664
2.685664,-0.619451
-0.619451,-11.321385
-11.321385,-0.141721
-0.141721,7.035127
7.035127,11.650935
11.650935,-3.764327
-3.764327,-0.104393
-0.104393,-6.913210
-6.913210,4.526143
4.526143,-1.387673
-1.387673,4.281299
4.281299,-8.078998
-8.078998,2.854066
2.854066,-10.054871
-10.054871,-8.538446
-8.538446,-13.301558
-13.301558,-6.317588
-6.317588,3.385900
3.385900,2.010581
2.010581,-10.038594
-10.038594,-12.652928
-12.652928,-3.474174
-3.474174,-2.349137
-2.349137,-1.821476
-1.821476,-11.830865
-11.830865,-0.427441
-0.427441,-0.069633
-0.069633,4.156509
4.156509,-7.057057
-7.057057,-2.457842
-2.457842,-2.846826
-2.846826,3.771338
3.771338,-9.253589
